Movie,TMDb ID
Straight Outta Compton,277216.0
Sunset Boulevard,599.0
Superbad,8363.0
Suspiria,11906.0
The Tale of The Princess Kaguya,149871.0
Tangerine,308084.0
Taxi Driver,103.0
The Terminator,218.0
Terminator 2: Judgment Day,280.0
Thelma & Louise,1541.0
There Will Be Blood,7345.0
The Thing,1091.0
The Third Man,1092.0
This Is Spinal Tap,11031.0
Titanic,597.0
To Be or Not to Be,198.0
To Kill a Mockingbird,595.0
Tokyo Story,18148.0
Tootsie,9576.0
Total Recall,64635.0
Toy Story,862.0
Trainspotting,627.0
The Treasure of the Sierra Madre,3090.0
The Umbrellas of Cherbourg,5967.0
Uncut Gems,473033.0
Unforgiven,33.0
Vertigo,426.0
Volver,219.0
Wendy and Lucy,8942.0
West Side Story,511809.0
What's Love Got to Do with It,15765.0
The Wild Bunch,576.0
Wild Strawberries,614.0
The Wizard of Oz,630.0
Wonder Woman,297762.0
Y Tu MamÃ¡ TambiÃ©n,1391.0
Your Sister's Sister,84355.0
Zero Dark Thirty,97630.0
The Straight Story,404.0
The Insider,9008.0
Toy Story 2,863.0
Chicken Run,7443.0
Yi Yi,25538.0
Running Out of Time,2463.0
The Dish,5257.0
"Monsters, Inc.",585.0
Spellbound,592983.0
Read My Lips,6173.0
The Man Without a Past,7294.0
Bowling for Columbine,1430.0
Catch Me If You Can,640.0
The Pianist,423.0
Raising Victor Vargas,25461.0
Winged Migration,11516.0
Sweet Sixteen,1376.0
Finding Nemo,12.0
Osama,14757.0
Control Room,18889.0
Before Sunset,80.0
Maria Full of Grace,436.0
Sideways,9675.0
The Incredibles,9806.0
Murderball,14278.0
The Queen,1165.0
Taxi to the Dark Side,13362.0
"4 Months, 3 Weeks and 2 Days",2009.0
Once,5723.0
Ratatouille,2062.0
No End in Sight,12901.0
The King of Kong: A Fistful of Quarters,13958.0
The Band's Visit,5259.0
Persepolis,2011.0
Man on Wire,14048.0
Waltz with Bashir,8885.0
The Wrestler,12163.0
Revenge,455531.0
Up,14160.0
The Hurt Locker,12162.0
An Education,24684.0
A Prophet,21575.0
mother!,381283.0
How to Train Your Dragon,10191.0
Toy Story 3,10193.0
Animal Kingdom,44629.0
The Social Network,37799.0
Inside Job,44639.0
The King's Speech,45269.0
True Grit,44264.0
Cave of Forgotten Dreams,59490.0
13 Assassins,58857.0
Project Nim,63579.0
Harry Potter and the Deathly Hallows: Part 2,12445.0
The Interrupters,72711.0
Le Havre,73532.0
The Muppets,64328.0
The Artist,74643.0
A Separation,703731.0
This is Not a Film,542046.0
The Kid with a Bike,63831.0
Monsieur Lazhar,78480.0
Argo,68734.0
West of Memphis,84351.0
Mud,103731.0
Before Midnight,132344.0
20 Feet from Stardom,159014.0
Blackfish,158999.0
Wadjda,129112.0
Enough Said,209263.0
Gravity,49047.0
12 Years a Slave,76203.0
Gloria,264401.0
The Lego Movie,137106.0
The Lunchbox,191714.0
The Missing Picture,186997.0
Blue Ruin,188166.0
We Are the Best!,191294.0
Snowpiercer,110415.0
Life Itself,446696.0
Boyhood,85350.0
Starred Up,209276.0
Nightcrawler,242582.0
A Girl Walks Home Alone at Night,252171.0
The Babadook,242224.0
Song of the Sea,110416.0
Mr. Turner,245700.0
"Two Days, One Night",221902.0
Leviathan,14372.0
Paddington,116149.0
Timbuktu,265228.0
What We Do in the Shadows,246741.0
It Follows,270303.0
Iris,11889.0
Phoenix,254578.0
Listen to Me Marlon,319076.0
Shaun the Sheep Movie,263109.0
The Second Mother,310569.0
Brooklyn,167073.0
Mustang,336804.0
Hitchcock/Truffaut,339751.0
Son of Saul,336050.0
45 Years,311291.0
Embrace of the Serpent,336808.0
Zootopia,269149.0
Eye in the Sky,333352.0
The Jungle Book,278927.0
Sing Street,369557.0
Love & Friendship,296360.0
Weiner,376261.0
The Fits,358807.0
Hunt for the Wilderpeople,371645.0
Don't Think Twice,356298.0
Little Men,373473.0
Hell or High Water,338766.0
Kubo and the Two Strings,313297.0
Cameraperson,376534.0
The Beatles: Eight Days a Week - The Touring Years,391698.0
13th,407806.0
Aquarius,377273.0
The Handmaiden,290098.0
The Edge of Seventeen,376660.0
Moana,1108427.0
Things to Come,3596.0
Manchester by the Sea,334541.0
Paterson,370755.0
The Salesman,903004.0
I Am Not Your Negro,411019.0
My Life as a Zucchini,393559.0
After the Storm,601701.0
City of Ghosts,31932.0
Menashe,428584.0
Columbus,414453.0
Lucky,407449.0
Faces Places,451995.0
The Florida Project,394117.0
Jane,470819.0
God's Own Country,428493.0
Mudbound,414425.0
Bombshell: The Hedy Lamarr Story,455565.0
Paddington 2,346648.0
Foxtrot,116439.0
The Death of Stalin,402897.0
The Endless,430231.0
A Quiet Place,447332.0
The Rider,453278.0
Leave No Trace,443463.0
Three Identical Strangers,489988.0
Mission: Impossible - Fallout,353081.0
Eighth Grade,489925.0
BlacKkKlansman,487558.0
Running Scared,7304.0
Equilibrium,7299.0
Unstoppable,44048.0
The Villainess,437109.0
Highlander,8009.0
Die Hard 2,1573.0
National Treasure,2059.0
The Protector,45408.0
El Mariachi,9367.0
Top Gun,744.0
Con Air,1701.0
The Expendables 2,76163.0
The Mummy,564.0
Mr. & Mrs. Smith,787.0
Rush Hour,2109.0
The Equalizer,156022.0
Captain America: Civil War,271110.0
Air Force One,9772.0
Bloodsport,11690.0
Blade,36647.0
Bad Boys,9737.0
Die Hard: With a Vengeance,1572.0
The Running Man,144299.0
Code of Silence,20721.0
Shoot 'Em Up,4141.0
Crank,1948.0
Machete,23631.0
Batman,268.0
Under Siege,8845.0
Independence Day,602.0
Bullitt,916.0
Wanted,8909.0
Ronin,8195.0
They Live,8337.0
Cliffhanger,9350.0
Hot Fuzz,4638.0
The Warriors,11474.0
Starship Troopers,563.0
Elite Squad: The Enemy Within,47931.0
Point Break,257088.0
The Long Kiss Goodnight,11412.0
The Guest,241848.0
Taken,8681.0
True Lies,36955.0
Demolition Man,9739.0
Hardcore Henry,325348.0
New Police Story,11636.0
Brotherhood of the Wolf,6312.0
Kingsman: The Secret Service,207703.0
The Fifth Element,18.0
Big Trouble in Little China,6978.0
Atomic Blonde,341013.0
Rumble in the Bronx,33542.0
Beverly Hills Cop: Axel F,280180.0
Ong-Bak,9316.0
Collateral,1538.0
Iron Monkey,12780.0
Escape from New York,1103.0
Battle Royale,3176.0
Spider-Man 2,558.0
Indiana Jones and the Last Crusade,89.0
Kung Fu Hustle,9470.0
A Better Tomorrow,11471.0
The Night Comes for Us,449992.0
Assault on Precinct 13,8978.0
Captain America: The Winter Soldier,100402.0
La Femme Nikita,9322.0
Dirty Harry,984.0
Edge of Tomorrow,137113.0
X2,36658.0
The Fugitive,5503.0
Braveheart,197.0
Minority Report,180.0
Dredd,49049.0
The Bourne Identity,2501.0
Ip Man: Kung Fu Master,658009.0
Face/Off,754.0
To Live and Die in L.A.,9846.0
Mission: Impossible - Ghost Protocol,56292.0
The Rock,9802.0
John Wick: Chapter 2,324552.0
Baby Driver,339403.0
Commando,10999.0
First Blood,1368.0
Mission: Impossible - Rogue Nation,177677.0
Gladiator,98.0
Kill Bill: Vol. 1,24.0
Speed,1637.0
Predator,106.0
The Bourne Ultimatum,2503.0
Mad Max 2,8810.0
The Raid,94329.0
Top Gun: Maverick,361743.0
The Battle of Algiers,17295.0
Spotlight,314365.0
Three Colors: Red,110.0
Cool Hand Luke,903.0
Knives Out,546554.0
Toy Story 4,301528.0
Before Sunrise,76.0
The Wages of Fear,984324.0
Mission: Impossible - Dead Reckoning Part One,575264.0
Grave of the Fireflies,76826.0
Minari,615643.0
The Last Picture Show,25188.0
Tampopo,11830.0
Good Will Hunting,489.0
Spider-Man: Across the Spider-Verse,569094.0
Fanny and Alexander,5961.0
The Shop Around the Corner,20334.0
All Quiet on the Western Front,49046.0
Meet Me in St. Louis,909.0
Witness for the Prosecution,37257.0
Rebecca,223.0
STALKER,1313469.0
Memento,77.0
Anatomy of a Murder,93.0
Das Boot,387.0
Army of Shadows,15383.0
Star Trek,13475.0
Shadow of a Doubt,21734.0
Mr. Smith Goes to Washington,3083.0
Spider-Man: No Way Home,634649.0
Whiplash,244786.0
Quiz Show,11450.0
Ran,635736.0
Little Women,331482.0
Puss in Boots: The Last Wish,315162.0
Top Hat,3080.0
The Conformist,8416.0
The Peanut Butter Falcon,463257.0
Paths of Glory,975.0
Children of Paradise,2457.0
A Beautiful Day in the Neighborhood,501907.0
Soul,508442.0
John Wick: Chapter 4,603692.0
Sunrise,1216784.0
Strangers on a Train,845.0
Sling Blade,12498.0
Sweet Smell of Success,976.0
The Thin Man,3529.0
Once Upon a Time in the West,335.0
Sense and Sensibility,4584.0
Au Hasard Balthazar,20108.0
A Fistful of Dollars,391.0
The Truman Show,37165.0
Life of Brian,583.0
Marriage Story,492188.0
Searching for Bobby Fischer,14291.0
Battleship Potemkin,643.0
The Red Circle,790739.0
Oppenheimer,872585.0
The Discreet Charm of the Bourgeoisie,4593.0
Ford v Ferrari,359724.0
Room,264644.0
Air,964980.0
The Sweet Hereafter,10217.0
Brazil,68.0
Hidden Figures,381284.0
The Conversation,592.0
Umberto D.,833.0
Bringing Up Baby,900.0
The Sting,9277.0
The Departed,1422.0
Juno,7326.0
Stagecoach,995.0
The Leopard,1040.0
Touch of Evil,1480.0
Yojimbo,11878.0
A Streetcar Named Desire,702.0
My Fair Lady,11113.0
The Taking of Pelham One Two Three,8333.0
Kiki's Delivery Service,16859.0
Aladdin,812.0
The Lady Vanishes,940.0
Three Colors: Blue,108.0
Milk,10139.0
Traffic,1900.0
Invasion of the Body Snatchers,11850.0
Thor: Ragnarok,284053.0
The Odd Couple,11356.0
Bride of Frankenstein,229.0
The Big Sleep,910.0
Secrets & Lies,11159.0
Arrival,329865.0
Wings of Desire,144.0
Fruitvale Station,157354.0
Beauty and the Beast,321612.0
Eyes Without a Face,31417.0
Dune,438631.0
Interstellar,157336.0
The Conjuring,138843.0
Her,152601.0
The Hangover,18785.0
Zodiac,1949.0
V for Vendetta,752.0
Letters from Iwo Jima,1251.0
Million Dollar Baby,70.0
The Notebook,11036.0
Ocean's Eleven,161.0
Magnolia,334.0
Space Jam,2300.0
JFK,820.0
Driving Miss Daisy,403.0
Beetlejuice,4011.0
Full Metal Jacket,600.0
The Lost Boys,1547.0
The Color Purple,873.0
The Goonies,9340.0
Once Upon a Time in America,311.0
The Killing Fields,625.0
The NeverEnding Story,34584.0
Gremlins,927.0
The Right Stuff,9549.0
Chariots of Fire,9443.0
Body Heat,14412.0
Barry Lyndon,3175.0
Mean Streets,203.0
Deliverance,10669.0
McCabe & Mrs. Miller,29005.0
Bonnie and Clyde,475.0
Who's Afraid of Virginia Woolf?,396.0
What Ever Happened to Baby Jane?,10242.0
Rio Bravo,301.0
Giant,1712.0
East of Eden,220.0
Dial M for Murder,521.0
A Star Is Born,22692.0
Them!,11071.0
Rope,1580.0
Mildred Pierce,3309.0
Marcel the Shell with Shoes On,869626.0
Whose Streets?,433036.0
Drive My Car,758866.0
Judas and the Black Messiah,583406.0
The Full Monty,9427.0
The Hidden Fortress,1059.0
Everything Everywhere All at Once,545611.0
American Splendor,2771.0
The Secret World of Arrietty,51739.0
Blood Simple,11368.0
"Paris, Texas",655.0
Jules and Jim,1628.0
50/50,40807.0
Elevator to the Gallows,1093.0
Shakespeare in Love,1934.0
When Marnie Was There,242828.0
Mississippi Masala,41791.0
The Martian,286217.0
Ponyo,12429.0
Picnic at Hanging Rock,11020.0
"I, Tonya",389015.0
Gone with the Wind,770.0
A Christmas Story,850.0
Barbie,346698.0
Harry Potter and the Goblet of Fire,674.0
Bodies Bodies Bodies,520023.0
Elf,10719.0
Black Swan,44214.0
21 Jump Street,64688.0
22 Jump Street,187017.0
Harry Potter and the Half-Blood Prince,767.0
Harry Potter and the Chamber of Secrets,672.0
Paranormal Activity,23827.0
Rise of the Planet of the Apes,61791.0
Harry Potter and the Philosopher's Stone,671.0
The Conjuring 2,259693.0
Big Miracle,78698.0
Ida,209274.0
Housebound,253306.0
Love Is Strange,244268.0
Force Majeure,265189.0
Pride,234200.0
The Way He Looks,237791.0
"Norte, The End of History",186975.0
How to Train Your Dragon 2,82702.0
Frank,171372.0
The Dance of Reality,137698.0
Dawn of the Planet of the Apes,119450.0
Locke,210479.0
Dear White People,114750.0
Wetlands,474170.0
The Kill Team,489245.0
X-Men: Days of Future Past,127585.0
The Imitation Game,205596.0
A Most Violent Year,241239.0
Obvious Child,248774.0
Omar,494943.0
In Bloom,179246.0
The Drop,154400.0
Calvary,157832.0
Le Week-End,209350.0
The Blue Room,154200.0
Gone Girl,210577.0
Wild,228970.0
The Wind Rises,149870.0
The Trip to Italy,242088.0
Venus in Fur,197082.0
Cheap Thrills,175291.0
Foxcatcher,87492.0
Chef,212778.0
Alan Partridge: Alpha Papa,177699.0
Winter Sleep,265169.0
Borgman,186929.0
Only Lovers Left Alive,152603.0
The Skeleton Twins,244772.0
Night Moves,157823.0
Joe,157847.0
GATAO: Like Father Like Son,1303236.0
A Field in England,179111.0
A Most Wanted Man,157849.0
Top Five,284296.0
The Immigrant,152599.0
The Good Lie,250538.0
Hide Your Smiling Faces,163710.0
Under the Skin,97370.0
Belle,205601.0
Cold in July,244509.0
Beyond the Lights,241771.0
Begin Again,198277.0
The Double,146015.0
The Book of Life,228326.0
Land Ho!,252102.0
Ivory Tower,292006.0
Tracks,108322.0
The One I Love,242090.0
Lilting,248212.0
The Fault in Our Stars,222935.0
Get on Up,239566.0
The Homesman,264656.0
Mr. Peabody & Sherman,82703.0
Listen Up Philip,251736.0
In Fear,159095.0
Rob the Mob,243935.0
The Theory of Everything,266856.0
Muppets Most Wanted,145220.0
The Two Faces of January,192149.0
Grand Piano,220286.0
G.B.F.,174323.0
Why Don't You Play in Hell?,134350.0
On My Way,157690.0
Chinese Puzzle,206408.0
Bethlehem,215935.0
The Boxtrolls,170687.0
Lucky Them,214096.0
St. Vincent,239563.0
Rosewater,222649.0
Kill the Messenger,245916.0
A Coffee in Berlin,130739.0
The Green Prince,250798.0
Godzilla,124905.0
Fury,228150.0
Happy Christmas,244534.0
Big Bad Wolves,171540.0
Honeymoon,254191.0
Noah,86834.0
Lone Survivor,193756.0
Oculus,157547.0
Camp X-Ray,244506.0
Neighbors,195589.0
The Congress,152795.0
Young & Beautiful,184314.0
American Sniper,190859.0
Enemy,181886.0
One Cut of the Dead,513434.0
The Wailing,293670.0
Train to Busan,396535.0
Repulsion,11481.0
Late Night with the Devil,938614.0
The Devil's Backbone,1433.0
His House,575774.0
The Ring,565.0
The Invisible Man,570670.0
A Quiet Place Part II,520763.0
Tigers Are Not Afraid,349067.0
Freaks,136.0
Talk to Me,1008042.0
The Innocents,16372.0
Border,33125.0
CURE!,739474.0
Under the Shadow,375012.0
Nosferatu the Vampyre,6404.0
The Birds,571.0
The Innocents,16372.0
Prey,1129598.0
Pearl,949423.0
Zombieland,19908.0
Misery,1700.0
Re-Animator,1694.0
The Fly,9426.0
The Cabin in the Woods,22970.0
M3GAN,536554.0
Raw,806964.0
The Host,72710.0
Carrie,7340.0
10 Cloverfield Lane,333371.0
X,760104.0
28 Days Later,170.0
Huesera: The Bone Woman,772515.0
Us,458723.0
Thelma,1051891.0
Upgrade,500664.0
The Orphanage,403214.0
Attack the Block,59678.0
The Wicker Man,16307.0
Ready or Not,567609.0
Beast,760741.0
Hereditary,493922.0
The Lighthouse,503919.0
Green Room,313922.0
You Won't Be Alone,883083.0
Village of the Damned,11773.0
The Fly,9426.0
Drag Me to Hell,16871.0
It,346364.0
An American Werewolf in London,814.0
The Texas Chain Saw Massacre,30497.0
Let Me In,41402.0
Eraserhead,985.0
Ginger Snaps,9871.0
The Phantom of the Opera,9833.0
Don't Breathe,300669.0
Dead or Alive,11315.0
Barbarian,913290.0
Cat People,6217.0
Rec,1061422.0
The Horror of Dracula,1049134.0
The Return of the Living Dead,10925.0
House of Wax,10066.0
Grindhouse,285923.0
Bone Tomahawk,294963.0
Saint Maud,575776.0
The Love Witch,374052.0
Duel,839.0
The Descent,9392.0
The Wolf Man,13666.0
The Witch,310131.0
Mandy,460885.0
Poltergeist,243688.0
The Evil Dead,764.0
Mad God,846867.0
Hatching,517302.0
Violation,728874.0
The Blackening,1008392.0
Nanny,843932.0
The Dead Zone,11336.0
Fear Street: 1978,591274.0
Annihilation,300668.0
A Tale of Two Sisters,4552.0
The Invitation,306947.0
Theater of Blood with Mark Nutter,1366394.0
The Others,1933.0
The Haunting,11772.0
Fear Street: 1666,591275.0
Cronos,11655.0
The Night House,547565.0
Sputnik,259358.0
The Mummy,564.0
The Dark and the Wicked,680593.0
Tremors,9362.0
The Omen,794.0
Dracula: Pages from a Virgin's Diary,55616.0
Three... Extremes,33908.0
The Black Phone,756999.0
Piggy,96631.0
Hounds of Love,408439.0
Dead Ringers,9540.0
Audition,499901.0
Evil Dead Rise,713704.0
Slither,9035.0
Doctor Sleep,501170.0
Day of the Dead,8408.0
Cropsey,56811.0
The Autopsy of Jane Doe,397243.0
Freaky,551804.0
Fresh,787752.0
Crawl,511987.0
Better Watch Out,406994.0
Color Out of Space,548473.0
Videodrome,837.0
Nope,762504.0
The Girl with All the Gifts,375366.0
Candyman,565028.0
Goodnight Mommy,284303.0
Midsommar,530385.0
Fright Night,11797.0
Warm Bodies,82654.0
Near Dark,11879.0
Scream VI,934433.0
House of Usher,23439.0
Werewolves Within,800497.0
Sweeney Todd: The Demon Barber of Fleet Street,13885.0
Dressed to Kill,11033.0
Scream 2,4233.0
My Hero Academia: You're Next,1159311.0
Halloween,2082.0
Candyman,565028.0
Scream,646385.0
Deep Red,20126.0
Opera,20115.0
The Stepfather,19904.0
Sleepaway Camp,13567.0
Tenebrae,682909.0
The Burning,24124.0
"Alice, Sweet Alice",23761.0
Bloody Birthday,55538.0
The Prowler,44247.0
Child's Play,10585.0
Sleepy Hollow,2668.0
Happy Death Day,440021.0
Haunt,517116.0
Alone in the Dark,12142.0
American Psycho,1359.0
Black Christmas,16938.0
A Nightmare on Elm Street 3: Dream Warriors,10072.0
The Funhouse,13555.0
Friday the 13th,13207.0
The Driller Killer,13553.0
Maniac Cop 2,28090.0
Psycho II,10576.0
Scream 4,41446.0
Orphan,21208.0
April Fool's Day,26233.0
My Bloody Valentine,14435.0
Hell Night,28377.0
A Nightmare on Elm Street 4: The Dream Master,10131.0
Hello Mary Lou: Prom Night II,39929.0
Halloween H20: 20 Years Later,11675.0
Maniac Cop,14240.0
Friday the 13th Part VI: Jason Lives,10225.0
The House on Sorority Row,40229.0
The Strangers,10665.0
Prom Night,36599.0
There's Someone Inside Your House,512025.0
I Know What You Did Last Summer,3597.0
"Silent Night, Deadly Night",27414.0
The Slumber Party Massacre,27475.0
A Nightmare on Elm Street Part 2: Freddy's Revenge,10014.0
Pieces,396066.0
Scream 3,4234.0
The Strangers: Prey at Night,371608.0
10 to Midnight,18587.0
Halloween Ends,616820.0
Halloween 4: The Return of Michael Myers,11357.0
Hell Fest,429476.0
Halloween Kills,610253.0
Deadly Blessing,33016.0
The Texas Chainsaw Massacre,9373.0
Halloween II,11281.0
The Texas Chainsaw Massacre,9373.0
The 40 Year Old Virgin,6957.0
Ace Ventura: Pet Detective,3049.0
Adam's Rib,25431.0
American Pie,2105.0
Anchorman: The Legend of Ron Burgundy,8699.0
Arthur,49012.0
Austin Powers: International Man of Mystery,816.0
Barbershop,10611.0
Best in Show,13785.0
Big,2280.0
Bill & Ted's Excellent Adventure,1648.0
The Birdcage,11000.0
Blockers,437557.0
The Blues Brothers,525.0
Booksmart,505600.0
In Bruges,8321.0
Burn After Reading,4944.0
Caddyshack,11977.0
City Slickers,1406.0
Clue,15196.0
Coming to America,9602.0
Dirty Rotten Scoundrels,10141.0
Ferris Bueller's Day Off,9377.0
The First Wives Club,2925.0
A Fish Called Wanda,623.0
Four Lions,37495.0
Friday,10634.0
Galaxy Quest,926.0
Game Night,445571.0
"Good Morning, Vietnam",801.0
The Graduate,37247.0
Happy Gilmore,9614.0
Harold & Kumar Go to White Castle,11282.0
Hot Rod,10074.0
House Party,632065.0
Idiocracy,7512.0
The In-Laws,5146.0
"It's a Mad, Mad, Mad, Mad World",11576.0
The Jerk,6471.0
Kissing Jessica Stein,15647.0
The Ladykillers,5516.0
A League of Their Own,11287.0
Legally Blonde,8835.0
Life,395992.0
Lost in America,27223.0
M*A*S*H,651.0
Meet the Parents,1597.0
Moonstruck,2039.0
Mrs. Doubtfire,788.0
Napoleon Dynamite,8193.0
Office Space,1542.0
Pee-wee's Big Adventure,5683.0
The Producers,30197.0
Raising Arizona,378.0
Road to Morocco,31805.0
Scary Movie,4247.0
Shaolin Soccer,11770.0
Sister Act,2005.0
Spaceballs,957.0
Spy,238713.0
Step Brothers,12133.0
Stripes,10890.0
Super Troopers,39939.0
Team America: World Police,3989.0
In the Loop,19833.0
There's Something About Mary,544.0
Tommy Boy,11381.0
Trading Places,1621.0
Trainwreck,271718.0
UHF,11959.0
Up in Smoke,11455.0
Wayne's World,8872.0
Wet Hot American Summer,2171.0
When Harry Met Sally...,639.0
Withnail & I,13446.0
Young Frankenstein,3034.0
Zoolander,9398.0
The Mitchells vs. the Machines,501929.0
Finding Dory,127380.0
Raya and the Last Dragon,527774.0
The Sea Beast,560057.0
Incredibles 2,260513.0
The Little Prince,309809.0
Arthur Christmas,51052.0
Antz,8916.0
A Bug's Life,9487.0
The Lego Batman Movie,324849.0
How to Train Your Dragon: The Hidden World,166428.0
